,time_diff,time
0,2.86102294921875e-05,2.86102294921875e-05
1,0.002009153366088867,0.0020377635955810547
2,0.0012660026550292969,0.0033037662506103516
3,0.0012736320495605469,0.0045773983001708984
4,0.00124359130859375,0.0058209896087646484
5,0.0012483596801757812,0.00706934928894043
6,0.0012431144714355469,0.008312463760375977
7,0.0012688636779785156,0.009581327438354492
8,0.001245737075805664,0.010827064514160156
9,0.0015673637390136719,0.012394428253173828
10,0.0018281936645507812,0.01422262191772461
11,0.0018181800842285156,0.016040802001953125
12,0.0016562938690185547,0.01769709587097168
13,0.0012753009796142578,0.018972396850585938
14,0.0011932849884033203,0.020165681838989258
15,0.0011284351348876953,0.021294116973876953
16,0.001110076904296875,0.022404193878173828
17,0.0010724067687988281,0.023476600646972656
18,0.0011086463928222656,0.024585247039794922
19,0.001215219497680664,0.025800466537475586
20,0.0012102127075195312,0.027010679244995117
21,0.001216888427734375,0.028227567672729492
22,0.0011181831359863281,0.02934575080871582
23,0.001117706298828125,0.030463457107543945
24,0.0011091232299804688,0.031572580337524414
25,0.0011186599731445312,0.032691240310668945
26,0.0010766983032226562,0.0337679386138916
27,0.0010912418365478516,0.03485918045043945
28,0.0011165142059326172,0.03597569465637207
29,0.0012316703796386719,0.03720736503601074
30,0.0012259483337402344,0.03843331336975098
31,0.0010991096496582031,0.03953242301940918
32,0.0011065006256103516,0.04063892364501953
33,0.0011954307556152344,0.041834354400634766
34,0.0011477470397949219,0.04298210144042969
35,0.0011932849884033203,0.04417538642883301
36,0.0011513233184814453,0.04532670974731445
37,0.00115966796875,0.04648637771606445
38,0.0012059211730957031,0.047692298889160156
39,0.0012171268463134766,0.04890942573547363
40,0.001392364501953125,0.05030179023742676
41,0.0016069412231445312,0.05190873146057129
42,0.00141143798828125,0.05332016944885254
43,0.0011506080627441406,0.05447077751159668
44,0.0011119842529296875,0.05558276176452637
45,0.0010521411895751953,0.05663490295410156
46,0.0010766983032226562,0.05771160125732422
47,0.0011141300201416016,0.05882573127746582
48,0.0013072490692138672,0.06013298034667969
49,0.0012242794036865234,0.06135725975036621
50,0.0013606548309326172,0.06271791458129883
51,0.0011973381042480469,0.06391525268554688
52,0.0012366771697998047,0.06515192985534668
53,0.0010540485382080078,0.06620597839355469
54,0.0018906593322753906,0.06809663772583008
55,0.0011360645294189453,0.06923270225524902
56,0.0011043548583984375,0.07033705711364746
57,0.0012333393096923828,0.07157039642333984
58,0.0011818408966064453,0.07275223731994629
59,0.0012409687042236328,0.07399320602416992
60,0.0011539459228515625,0.07514715194702148
61,0.001348733901977539,0.07649588584899902
62,0.001094818115234375,0.0775907039642334
63,0.0011184215545654297,0.07870912551879883
64,0.0012516975402832031,0.07996082305908203
65,0.0014636516571044922,0.08142447471618652
66,0.0015137195587158203,0.08293819427490234
67,0.0013740062713623047,0.08431220054626465
68,0.0015256404876708984,0.08583784103393555
69,0.0011904239654541016,0.08702826499938965
70,0.0011773109436035156,0.08820557594299316
71,0.0010683536529541016,0.08927392959594727
72,0.0010554790496826172,0.09032940864562988
73,0.0011148452758789062,0.09144425392150879
74,0.001409769058227539,0.09285402297973633
75,0.0012438297271728516,0.09409785270690918
76,0.0013036727905273438,0.09540152549743652
77,0.0013327598571777344,0.09673428535461426
78,0.0012500286102294922,0.09798431396484375
79,0.001527547836303711,0.09951186180114746
80,0.001459360122680664,0.10097122192382812
81,0.001100301742553711,0.10207152366638184
82,0.0011873245239257812,0.10325884819030762
83,0.0012564659118652344,0.10451531410217285
84,0.001222372055053711,0.10573768615722656
85,0.0011034011840820312,0.1068410873413086
86,0.0011217594146728516,0.10796284675598145
87,0.0011980533599853516,0.1091609001159668
88,0.0012240409851074219,0.11038494110107422
89,0.0012056827545166016,0.11159062385559082
90,0.0012505054473876953,0.11284112930297852
91,0.0013360977172851562,0.11417722702026367
92,0.0013048648834228516,0.11548209190368652
93,0.0012636184692382812,0.1167457103729248
94,0.0014693737030029297,0.11821508407592773
95,0.0014376640319824219,0.11965274810791016
96,0.0013091564178466797,0.12096190452575684
97,0.0013127326965332031,0.12227463722229004
98,0.0010418891906738281,0.12331652641296387
99,0.0011048316955566406,0.12442135810852051
100,0.0010480880737304688,0.12546944618225098
101,0.0011875629425048828,0.12665700912475586
102,0.0012006759643554688,0.12785768508911133
103,0.0012104511260986328,0.12906813621520996
104,0.001275777816772461,0.13034391403198242
105,0.0012440681457519531,0.13158798217773438
106,0.0012831687927246094,0.13287115097045898
107,0.0011301040649414062,0.1340012550354004
108,0.0010907649993896484,0.13509202003479004
109,0.0010595321655273438,0.13615155220031738
110,0.0013375282287597656,0.13748908042907715
111,0.0012316703796386719,0.13872075080871582
112,0.0011031627655029297,0.13982391357421875
113,0.0011112689971923828,0.14093518257141113
114,0.0011181831359863281,0.14205336570739746
115,0.0011568069458007812,0.14321017265319824
116,0.0011506080627441406,0.14436078071594238
117,0.0013108253479003906,0.14567160606384277
118,0.0013778209686279297,0.1470494270324707
119,0.0015652179718017578,0.14861464500427246
120,0.0014414787292480469,0.1500561237335205
121,0.0010867118835449219,0.15114283561706543
122,0.0010957717895507812,0.1522386074066162
123,0.0011572837829589844,0.1533958911895752
124,0.0013790130615234375,0.15477490425109863
125,0.0011379718780517578,0.1559128761291504
126,0.002218008041381836,0.15813088417053223
127,0.0012331008911132812,0.1593639850616455
128,0.0012011528015136719,0.16056513786315918
129,0.0012090206146240234,0.1617741584777832
130,0.0012404918670654297,0.16301465034484863
131,0.0013132095336914062,0.16432785987854004
132,0.0013935565948486328,0.16572141647338867
